log_id,user_id,timestamp,page,action,ip_address,device,country
L00117,U981,2026-04-10 10:18:07,/blog,purchase,192.168.127.47,Mobile,Vietnam
L00044,U307,2026-04-10 10:19:59,/blog,purchase,192.168.44.135,Mobile,Vietnam
L00882,U444,2026-04-10 10:25:14,/product/p101,click,192.168.103.15,Mobile,Vietnam
L00875,U191,2026-04-10 10:30:21,/contact,click,192.168.184.211,Mobile,Vietnam
L01091,U569,2026-04-10 10:38:57,/contact,click,192.168.150.136,Tablet,Vietnam
L00151,U701,2026-04-10 10:41:43,/about-us,add_to_cart,192.168.82.179,Mobile,Vietnam
L00918,U782,2026-04-10 10:46:01,/checkout,click,192.168.219.245,Mobile,USA
L00251,U866,2026-04-10 10:55:03,/product/p100,add_to_cart,192.168.7.230,Desktop,Vietnam
L01094,U246,2026-04-10 11:30:26,/blog,view,192.168.109.222,Mobile,Vietnam
L01085,U729,2026-04-10 11:38:08,/contact,add_to_cart,192.168.85.177,Mobile,Vietnam
L01086,U534,2026-04-10 11:51:12,/cart,click,192.168.36.239,Mobile,UK
L01496,U402,2026-04-10 12:03:24,/product/p100,click,192.168.61.214,Mobile,Vietnam
L01710,U340,2026-04-10 12:14:34,/blog,purchase,192.168.200.90,Mobile,Vietnam
L00092,U921,2026-04-10 13:12:06,/about-us,purchase,192.168.137.167,Mobile,Vietnam
L00139,U769,2026-04-10 13:28:05,/home,add_to_cart,192.168.214.232,Desktop,Vietnam
L00423,U695,2026-04-10 14:18:55,/contact,purchase,192.168.180.228,Mobile,UK
L01619,U641,2026-04-10 15:08:40,/checkout,view,192.168.34.187,Desktop,Vietnam
L00156,U100,2026-04-10 15:11:20,/about-us,add_to_cart,192.168.49.91,Desktop,Vietnam
L01647,U472,2026-04-10 16:03:13,/product/p101,view,192.168.18.246,Desktop,Vietnam
L00248,U305,2026-04-10 16:10:54,/product/p101,purchase,192.168.223.25,Desktop,Singapore
L01191,U824,2026-04-10 16:30:14,/blog,purchase,192.168.117.140,Mobile,Vietnam
L01244,U132,2026-04-10 17:08:16,/product/p100,view,192.168.26.197,Mobile,Vietnam
L00600,U673,2026-04-10 17:34:35,/home,view,192.168.83.71,Mobile,Vietnam
L00780,U880,2026-04-10 17:55:51,/product/p100,click,192.168.167.232,Mobile,Japan
L00846,U547,2026-04-10 18:00:15,/blog,add_to_cart,192.168.204.112,Mobile,Vietnam
L00447,U548,2026-04-10 18:01:38,/checkout,click,192.168.226.136,Mobile,Vietnam
L00178,U858,2026-04-10 18:18:26,/home,view,192.168.20.127,Mobile,Vietnam
L01344,U150,2026-04-10 18:26:59,/product/p100,purchase,192.168.228.236,Desktop,Vietnam
L00101,U832,2026-04-10 18:27:34,/contact,view,192.168.204.13,Desktop,Vietnam
L00259,U801,2026-04-10 18:30:09,/home,add_to_cart,192.168.158.137,Mobile,Vietnam
L01040,U949,2026-04-10 18:36:25,/checkout,click,192.168.215.179,Mobile,Vietnam
L00094,U851,2026-04-10 19:11:57,/blog,click,192.168.252.149,Mobile,Vietnam
L01326,U458,2026-04-10 19:18:05,/about-us,add_to_cart,192.168.185.42,Tablet,Vietnam
L01112,U770,2026-04-10 19:29:03,/product/p100,purchase,192.168.240.87,Mobile,Vietnam
L00200,U189,2026-04-10 19:30:51,/about-us,purchase,192.168.189.114,Desktop,Vietnam
L00941,U870,2026-04-10 19:32:59,/contact,add_to_cart,192.168.182.36,Desktop,Vietnam
L00793,U182,2026-04-10 20:12:03,/about-us,add_to_cart,192.168.11.193,Mobile,Vietnam
L00058,U292,2026-04-10 20:50:14,/contact,add_to_cart,192.168.112.11,Desktop,Vietnam
L00895,U336,2026-04-10 21:11:19,/about-us,view,192.168.217.253,Mobile,Vietnam
L00161,U602,2026-04-10 21:12:50,/product/p100,view,192.168.39.221,Mobile,Vietnam
L01628,U852,2026-04-10 21:26:11,/product/p101,add_to_cart,192.168.48.235,Mobile,Vietnam
L01494,U381,2026-04-10 23:06:27,/product/p101,purchase,192.168.111.53,Desktop,Vietnam
L00840,U773,2026-04-10 23:11:01,/checkout,click,192.168.137.89,Mobile,Vietnam
L00491,U111,2026-04-11 00:30:48,/blog,view,192.168.188.196,Tablet,Vietnam
L01857,U943,2026-04-11 00:39:32,/blog,add_to_cart,192.168.66.208,Mobile,Vietnam
L00546,U251,2026-04-11 01:31:49,/blog,add_to_cart,192.168.2.121,Mobile,Vietnam
L01387,U427,2026-04-11 01:58:03,/home,purchase,192.168.21.81,Mobile,Singapore
L00568,U477,2026-04-11 02:39:39,/checkout,click,192.168.78.17,Mobile,Vietnam
L00805,U523,2026-04-11 03:12:37,/product/p100,click,192.168.74.78,Mobile,Vietnam
L00675,U979,2026-04-11 03:16:36,/contact,add_to_cart,192.168.221.77,Desktop,Vietnam
L00250,U772,2026-04-11 03:40:46,/about-us,add_to_cart,192.168.167.100,Mobile,Vietnam
L01919,U696,2026-04-11 03:42:25,/checkout,click,192.168.4.194,Desktop,Japan
L01589,U565,2026-04-11 04:52:59,/cart,click,192.168.107.90,Mobile,Vietnam
L01835,U130,2026-04-11 05:13:43,/blog,purchase,192.168.165.151,Mobile,Vietnam
L00709,U278,2026-04-11 05:49:52,/blog,add_to_cart,192.168.188.92,Mobile,Vietnam
L00373,U450,2026-04-11 06:01:25,/about-us,click,192.168.79.146,Mobile,Vietnam
L01678,U197,2026-04-11 06:21:30,/checkout,view,192.168.44.212,Desktop,Vietnam
L00270,U399,2026-04-11 07:00:09,/blog,view,192.168.34.137,Tablet,Vietnam
L01551,U191,2026-04-11 07:59:56,/product/p101,add_to_cart,192.168.29.64,Desktop,UK
L01992,U729,2026-04-11 08:04:09,/cart,add_to_cart,192.168.81.36,Tablet,Vietnam
L01699,U849,2026-04-11 08:24:08,/product/p100,view,192.168.4.172,Mobile,Vietnam
L01571,U737,2026-04-11 08:46:02,/home,view,192.168.61.65,Mobile,Vietnam
L01308,U784,2026-04-11 08:47:41,/about-us,view,192.168.250.138,Mobile,Vietnam
L00935,U449,2026-04-11 08:59:42,/contact,add_to_cart,192.168.174.187,Mobile,Vietnam
L00039,U931,2026-04-11 09:07:06,/home,add_to_cart,192.168.215.149,Mobile,Vietnam
L01243,U822,2026-04-11 10:07:16,/contact,click,192.168.110.40,Mobile,Vietnam
L01841,U473,2026-04-11 10:12:37,/home,click,192.168.174.29,Desktop,Vietnam
L00794,U992,2026-04-11 10:40:38,/checkout,view,192.168.14.137,Mobile,Korea
L01633,U883,2026-04-11 10:54:30,/home,view,192.168.207.22,Mobile,Vietnam
L00419,U996,2026-04-11 10:59:37,/blog,purchase,192.168.32.135,Mobile,Vietnam
L01601,U465,2026-04-11 11:00:56,/product/p101,purchase,192.168.146.177,Mobile,Vietnam
L00095,U440,2026-04-11 13:04:54,/product/p101,click,192.168.107.19,Mobile,Vietnam
L01582,U266,2026-04-11 13:22:55,/product/p100,add_to_cart,192.168.102.29,Mobile,Vietnam
L00787,U489,2026-04-11 13:29:57,/product/p100,purchase,192.168.122.22,Mobile,Singapore
L00646,U711,2026-04-11 13:44:35,/checkout,view,192.168.233.237,Mobile,Vietnam
L00159,U438,2026-04-11 13:51:46,/about-us,purchase,192.168.244.243,Mobile,Japan
L01615,U132,2026-04-11 14:20:02,/about-us,add_to_cart,192.168.50.73,Mobile,Singapore
L00643,U927,2026-04-11 14:26:43,/checkout,purchase,192.168.11.3,Mobile,Vietnam
L00445,U123,2026-04-11 14:36:25,/home,add_to_cart,192.168.122.108,Mobile,Korea
L01716,U802,2026-04-11 14:48:59,/home,add_to_cart,192.168.211.78,Tablet,Vietnam
L01264,U967,2026-04-11 15:06:41,/checkout,add_to_cart,192.168.44.230,Desktop,Vietnam
L01692,U321,2026-04-11 15:07:03,/blog,add_to_cart,192.168.197.244,Mobile,Korea
L00173,U624,2026-04-11 15:41:10,/blog,click,192.168.15.230,Mobile,Vietnam
L00458,U503,2026-04-11 15:52:56,/cart,add_to_cart,192.168.49.228,Mobile,Vietnam
L00940,U565,2026-04-11 16:00:28,/product/p101,view,192.168.85.188,Desktop,Korea
L01223,U904,2026-04-11 16:06:30,/checkout,purchase,192.168.66.239,Mobile,Vietnam
L01430,U668,2026-04-11 16:33:15,/blog,view,192.168.243.8,Desktop,Singapore
L00684,U237,2026-04-11 16:33:55,/blog,purchase,192.168.244.14,Mobile,USA
L01385,U461,2026-04-11 17:08:51,/home,add_to_cart,192.168.139.199,Tablet,Vietnam
L01946,U610,2026-04-11 17:15:19,/home,add_to_cart,192.168.166.6,Mobile,Singapore
L01763,U342,2026-04-11 17:20:01,/product/p101,click,192.168.15.106,Desktop,Vietnam
L01983,U744,2026-04-11 17:43:58,/about-us,click,192.168.130.78,Mobile,Korea
L01709,U278,2026-04-11 17:49:54,/product/p100,click,192.168.10.116,Desktop,Vietnam
L01510,U637,2026-04-11 17:53:33,/contact,purchase,192.168.179.115,Desktop,USA
L01522,U118,2026-04-11 18:49:17,/home,purchase,192.168.131.206,Desktop,Vietnam
L00845,U606,2026-04-11 18:49:36,/blog,click,192.168.133.250,Tablet,Vietnam
L00046,U702,2026-04-11 18:52:25,/product/p100,view,192.168.205.193,Mobile,Vietnam
L01598,U452,2026-04-11 19:23:14,/cart,click,192.168.114.184,Tablet,Vietnam
L00598,U231,2026-04-11 19:42:11,/contact,add_to_cart,192.168.254.169,Mobile,Vietnam
L00440,U303,2026-04-11 19:44:17,/product/p101,purchase,192.168.109.244,Desktop,Korea
L01594,U357,2026-04-11 20:41:33,/cart,purchase,192.168.217.241,Mobile,USA
L01220,U122,2026-04-11 20:50:59,/blog,add_to_cart,192.168.118.23,Mobile,Vietnam
L01603,U330,2026-04-11 20:58:17,/checkout,add_to_cart,192.168.86.141,Mobile,Vietnam
L00790,U799,2026-04-11 21:57:37,/contact,add_to_cart,192.168.21.187,Mobile,Vietnam
L00179,U580,2026-04-11 22:36:57,/contact,view,192.168.78.44,Tablet,Vietnam
L01768,U437,2026-04-11 22:44:06,/contact,add_to_cart,192.168.182.190,Tablet,Vietnam
L00336,U526,2026-04-11 23:08:32,/blog,click,192.168.242.84,Mobile,USA
L00569,U703,2026-04-11 23:20:49,/about-us,click,192.168.51.144,Mobile,Vietnam
L01460,U939,2026-04-12 00:56:17,/checkout,view,192.168.204.76,Mobile,Vietnam
L00677,U662,2026-04-12 01:16:59,/product/p100,add_to_cart,192.168.66.211,Tablet,Vietnam
L01373,U644,2026-04-12 01:36:08,/product/p101,purchase,192.168.106.242,Mobile,Singapore
L01754,U792,2026-04-12 01:36:11,/about-us,add_to_cart,192.168.27.137,Desktop,Vietnam
L01422,U549,2026-04-12 01:59:21,/home,add_to_cart,192.168.78.88,Mobile,USA
L00302,U514,2026-04-12 02:04:29,/home,purchase,192.168.106.22,Desktop,Vietnam
L01920,U195,2026-04-12 02:18:22,/cart,view,192.168.98.156,Mobile,Vietnam
L01848,U584,2026-04-12 02:20:57,/about-us,purchase,192.168.27.37,Tablet,Japan
L00361,U240,2026-04-12 02:43:15,/cart,click,192.168.181.98,Tablet,Vietnam
L01519,U656,2026-04-12 02:56:06,/about-us,view,192.168.177.158,Mobile,Vietnam
L00150,U706,2026-04-12 03:28:03,/home,view,192.168.58.5,Mobile,Vietnam
L00987,U119,2026-04-12 03:42:06,/product/p101,add_to_cart,192.168.180.1,Mobile,Vietnam
L00692,U896,2026-04-12 03:49:23,/home,purchase,192.168.46.245,Mobile,Singapore
L01891,U740,2026-04-12 04:00:15,/home,view,192.168.194.176,Mobile,Vietnam
L01036,U771,2026-04-12 05:22:56,/blog,view,192.168.36.185,Mobile,Vietnam
L00011,U612,2026-04-12 05:41:08,/cart,purchase,192.168.239.147,Desktop,Vietnam
L00525,U216,2026-04-12 05:54:46,/about-us,click,192.168.138.22,Desktop,Vietnam
L01817,U873,2026-04-12 06:20:34,/blog,add_to_cart,192.168.12.124,Mobile,Vietnam
L00443,U216,2026-04-12 07:21:30,/blog,purchase,192.168.27.198,Mobile,Vietnam
L01049,U662,2026-04-12 07:21:55,/cart,view,192.168.121.223,Mobile,Vietnam
L00942,U762,2026-04-12 07:29:14,/checkout,purchase,192.168.88.239,Mobile,Vietnam
L00349,U846,2026-04-12 07:43:52,/product/p101,add_to_cart,192.168.250.9,Mobile,Vietnam
L00377,U561,2026-04-12 08:00:11,/home,purchase,192.168.83.114,Mobile,UK
L00830,U475,2026-04-12 08:17:49,/contact,add_to_cart,192.168.184.183,Tablet,Vietnam
L00081,U227,2026-04-12 08:34:18,/cart,click,192.168.178.224,Tablet,Singapore
L00247,U383,2026-04-12 08:40:01,/blog,click,192.168.37.57,Desktop,USA
L01439,U551,2026-04-12 08:51:52,/product/p100,purchase,192.168.156.59,Mobile,Vietnam
L01433,U384,2026-04-12 09:26:39,/product/p101,view,192.168.125.109,Mobile,Vietnam
L01922,U503,2026-04-12 09:39:23,/home,view,192.168.202.190,Mobile,Vietnam
L00266,U181,2026-04-12 10:47:13,/about-us,purchase,192.168.244.112,Mobile,Vietnam
L01194,U919,2026-04-12 11:22:28,/blog,add_to_cart,192.168.139.226,Desktop,USA
L00047,U100,2026-04-12 11:37:40,/cart,add_to_cart,192.168.154.108,Mobile,Vietnam
L00931,U330,2026-04-12 11:48:36,/checkout,add_to_cart,192.168.151.91,Mobile,Vietnam
L00511,U120,2026-04-12 12:18:33,/checkout,add_to_cart,192.168.132.42,Mobile,Vietnam
L01192,U677,2026-04-12 12:38:28,/about-us,add_to_cart,192.168.205.160,Desktop,Vietnam
L00108,U136,2026-04-12 12:48:43,/about-us,click,192.168.135.55,Mobile,Vietnam
L01654,U246,2026-04-12 13:22:32,/contact,purchase,192.168.209.82,Mobile,Vietnam
L01440,U850,2026-04-12 13:43:31,/about-us,view,192.168.125.169,Mobile,Vietnam
L00064,U706,2026-04-12 13:45:32,/cart,purchase,192.168.37.213,Tablet,Vietnam
L01267,U103,2026-04-12 13:53:01,/product/p101,click,192.168.230.114,Desktop,Vietnam
L01755,U937,2026-04-12 14:37:31,/cart,click,192.168.242.18,Mobile,Vietnam
L00735,U419,2026-04-12 14:38:44,/home,view,192.168.119.90,Desktop,UK
L01993,U661,2026-04-12 14:51:57,/blog,purchase,192.168.224.210,Mobile,Vietnam
L00045,U533,2026-04-12 14:55:00,/home,add_to_cart,192.168.45.33,Mobile,Vietnam
L00680,U649,2026-04-12 15:41:09,/checkout,add_to_cart,192.168.19.187,Mobile,Vietnam
L01987,U897,2026-04-12 15:49:24,/product/p100,click,192.168.130.95,Mobile,Vietnam
L01419,U205,2026-04-12 15:55:28,/product/p101,add_to_cart,192.168.174.8,Tablet,UK
L00456,U792,2026-04-12 16:48:16,/product/p101,view,192.168.202.154,Mobile,Vietnam
L00410,U855,2026-04-12 17:02:00,/cart,view,192.168.81.103,Mobile,Vietnam
L00254,U772,2026-04-12 17:06:58,/home,add_to_cart,192.168.246.170,Desktop,Singapore
L01106,U417,2026-04-12 17:12:35,/contact,click,192.168.165.45,Mobile,Vietnam
L01377,U468,2026-04-12 17:57:17,/blog,purchase,192.168.234.26,Mobile,Vietnam
L01431,U270,2026-04-12 17:58:15,/cart,purchase,192.168.198.247,Mobile,USA
L00962,U190,2026-04-12 18:47:33,/contact,click,192.168.122.109,Desktop,Vietnam
L01916,U278,2026-04-12 18:54:46,/blog,purchase,192.168.48.188,Mobile,Vietnam
L00631,U723,2026-04-12 19:04:51,/checkout,purchase,192.168.194.92,Mobile,Vietnam
L01100,U534,2026-04-12 19:28:39,/about-us,add_to_cart,192.168.18.57,Tablet,Vietnam
L01034,U563,2026-04-12 20:09:11,/about-us,purchase,192.168.39.58,Desktop,Vietnam
L00453,U766,2026-04-12 20:24:03,/about-us,add_to_cart,192.168.205.252,Mobile,Japan
L00191,U267,2026-04-12 20:27:30,/product/p101,add_to_cart,192.168.254.41,Mobile,Japan
L00746,U149,2026-04-12 20:53:12,/blog,add_to_cart,192.168.36.222,Mobile,Vietnam
L01869,U140,2026-04-12 21:00:20,/home,click,192.168.213.225,Tablet,Vietnam
L01676,U277,2026-04-12 21:39:26,/product/p101,add_to_cart,192.168.72.181,Desktop,Vietnam
L00486,U260,2026-04-12 22:07:46,/contact,click,192.168.185.170,Desktop,Vietnam
L00946,U781,2026-04-12 22:48:59,/contact,click,192.168.98.102,Mobile,USA
L01776,U623,2026-04-12 23:24:49,/product/p100,click,192.168.125.28,Desktop,Vietnam
L00352,U812,2026-04-12 23:28:12,/home,view,192.168.116.200,Mobile,Vietnam
L00965,U124,2026-04-12 23:51:55,/about-us,view,192.168.190.87,Mobile,Vietnam
L00814,U399,2026-04-12 23:53:34,/about-us,click,192.168.155.86,Mobile,Vietnam
L01028,U461,2026-04-13 00:08:44,/contact,click,192.168.81.78,Desktop,Vietnam
L01978,U170,2026-04-13 00:23:09,/product/p100,purchase,192.168.197.88,Desktop,Vietnam
L00803,U804,2026-04-13 00:25:51,/home,purchase,192.168.57.102,Mobile,Vietnam
L01734,U450,2026-04-13 00:28:41,/product/p101,add_to_cart,192.168.203.54,Mobile,Vietnam
L01365,U532,2026-04-13 00:53:59,/product/p100,purchase,192.168.89.214,Desktop,Vietnam
L00374,U168,2026-04-13 01:07:16,/blog,add_to_cart,192.168.77.134,Desktop,Vietnam
L00249,U524,2026-04-13 01:13:41,/product/p100,add_to_cart,192.168.70.52,Mobile,Korea
L01412,U306,2026-04-13 01:48:51,/product/p100,click,192.168.54.126,Mobile,Vietnam
L01037,U659,2026-04-13 02:04:20,/home,purchase,192.168.114.38,Desktop,Vietnam
L00713,U481,2026-04-13 02:07:57,/checkout,view,192.168.14.80,Tablet,Vietnam
L01779,U423,2026-04-13 02:21:29,/product/p100,view,192.168.151.72,Mobile,Vietnam
L00932,U651,2026-04-13 02:21:56,/product/p101,view,192.168.35.255,Mobile,Singapore
L01762,U562,2026-04-13 03:21:51,/home,view,192.168.56.122,Mobile,UK
L01260,U719,2026-04-13 04:24:42,/contact,click,192.168.223.249,Desktop,Vietnam
L01872,U365,2026-04-13 04:59:25,/contact,purchase,192.168.116.149,Desktop,UK
L00343,U130,2026-04-13 05:09:50,/blog,add_to_cart,192.168.55.77,Mobile,Vietnam
L01925,U257,2026-04-13 05:48:21,/blog,purchase,192.168.250.152,Desktop,Vietnam
L01508,U375,2026-04-13 06:18:34,/blog,purchase,192.168.164.147,Mobile,Vietnam
L00105,U944,2026-04-13 06:21:42,/checkout,purchase,192.168.61.131,Mobile,Singapore
L00167,U256,2026-04-13 06:30:12,/product/p100,click,192.168.81.247,Mobile,Vietnam
L00205,U797,2026-04-13 06:50:12,/cart,view,192.168.180.52,Mobile,USA
L01450,U609,2026-04-13 07:05:09,/cart,add_to_cart,192.168.239.44,Tablet,Vietnam
L01816,U992,2026-04-13 07:29:14,/about-us,purchase,192.168.150.148,Mobile,Vietnam
L00014,U858,2026-04-13 07:33:47,/product/p101,purchase,192.168.230.160,Mobile,Japan
L01504,U136,2026-04-13 07:40:46,/about-us,click,192.168.81.96,Mobile,Vietnam
L00434,U331,2026-04-13 08:01:12,/cart,view,192.168.25.212,Mobile,Vietnam
L00921,U658,2026-04-13 08:21:32,/product/p100,click,192.168.19.63,Desktop,Vietnam
L01058,U604,2026-04-13 08:54:56,/checkout,click,192.168.95.140,Mobile,Vietnam
L01950,U731,2026-04-13 09:09:53,/cart,add_to_cart,192.168.80.255,Mobile,Vietnam
L00748,U368,2026-04-13 10:34:43,/checkout,purchase,192.168.4.143,Mobile,Vietnam
L00644,U185,2026-04-13 11:15:47,/product/p101,purchase,192.168.91.207,Desktop,Vietnam
L01597,U366,2026-04-13 11:19:33,/product/p101,add_to_cart,192.168.156.110,Desktop,Vietnam
L01325,U509,2026-04-13 12:07:22,/contact,add_to_cart,192.168.183.184,Mobile,Vietnam
L00853,U895,2026-04-13 12:20:51,/home,purchase,192.168.56.205,Mobile,Vietnam
L01738,U512,2026-04-13 12:36:57,/product/p100,click,192.168.228.5,Desktop,Vietnam
L01532,U554,2026-04-13 12:37:45,/contact,view,192.168.147.213,Desktop,Vietnam
L00255,U998,2026-04-13 12:38:43,/checkout,click,192.168.225.70,Desktop,Vietnam
L01454,U543,2026-04-13 12:50:18,/blog,add_to_cart,192.168.159.163,Mobile,Vietnam
L00593,U559,2026-04-13 13:27:56,/product/p101,view,192.168.81.255,Mobile,UK
L00056,U954,2026-04-13 13:58:21,/home,click,192.168.41.201,Mobile,Vietnam
L01637,U454,2026-04-13 14:06:59,/contact,view,192.168.162.223,Desktop,Vietnam
L01152,U913,2026-04-13 14:11:50,/about-us,click,192.168.110.96,Desktop,Vietnam
L01952,U588,2026-04-13 14:19:12,/checkout,click,192.168.213.58,Mobile,Vietnam
L00402,U545,2026-04-13 14:26:21,/about-us,click,192.168.226.139,Mobile,Vietnam
L00363,U669,2026-04-13 14:49:26,/checkout,click,192.168.146.138,Mobile,Singapore
L00521,U449,2026-04-13 15:04:49,/checkout,view,192.168.16.66,Tablet,Japan
L01718,U297,2026-04-13 16:04:03,/product/p101,add_to_cart,192.168.154.172,Desktop,Korea
L01689,U252,2026-04-13 16:14:35,/home,add_to_cart,192.168.245.51,Mobile,Vietnam
L00033,U303,2026-04-13 16:33:58,/product/p101,add_to_cart,192.168.188.119,Mobile,Vietnam
L00368,U544,2026-04-13 16:34:39,/product/p100,view,192.168.140.125,Mobile,USA
L00385,U647,2026-04-13 17:43:26,/product/p101,click,192.168.184.220,Desktop,Vietnam
L01126,U274,2026-04-13 18:08:39,/blog,click,192.168.90.13,Desktop,Vietnam
L00364,U195,2026-04-13 18:15:40,/about-us,view,192.168.38.78,Tablet,Vietnam
L01527,U109,2026-04-13 18:45:52,/checkout,view,192.168.85.36,Mobile,Vietnam
L00681,U357,2026-04-13 19:41:44,/cart,add_to_cart,192.168.211.16,Desktop,UK
L00244,U799,2026-04-13 19:48:57,/home,click,192.168.41.104,Mobile,Vietnam
L01279,U931,2026-04-13 20:06:57,/checkout,click,192.168.108.185,Mobile,Vietnam
L01512,U671,2026-04-13 20:13:30,/home,view,192.168.253.103,Mobile,Vietnam
L01845,U288,2026-04-13 20:30:01,/about-us,click,192.168.67.119,Mobile,Vietnam
L01691,U380,2026-04-13 20:32:20,/checkout,purchase,192.168.202.198,Mobile,Vietnam
L00320,U821,2026-04-13 20:38:05,/cart,purchase,192.168.60.138,Mobile,Vietnam
L00833,U550,2026-04-13 20:46:42,/contact,view,192.168.122.15,Mobile,Vietnam
L00554,U200,2026-04-13 21:04:19,/checkout,view,192.168.254.183,Mobile,Vietnam
L00670,U150,2026-04-13 21:56:49,/product/p100,add_to_cart,192.168.219.45,Desktop,Vietnam
L01766,U823,2026-04-13 23:15:10,/contact,view,192.168.71.135,Tablet,USA
L00477,U335,2026-04-13 23:36:50,/product/p101,click,192.168.9.198,Mobile,Vietnam
L00218,U749,2026-04-13 23:46:41,/about-us,view,192.168.228.97,Mobile,UK
L00751,U384,2026-04-13 23:53:01,/product/p101,view,192.168.154.130,Mobile,Singapore
L01757,U925,2026-04-14 00:25:34,/contact,purchase,192.168.220.30,Mobile,USA
L00298,U478,2026-04-14 00:40:00,/about-us,add_to_cart,192.168.249.167,Mobile,Vietnam
L01545,U656,2026-04-14 01:01:59,/product/p101,view,192.168.236.247,Tablet,Vietnam
L01281,U158,2026-04-14 02:09:43,/contact,add_to_cart,192.168.29.147,Mobile,Vietnam
L01121,U476,2026-04-14 02:22:20,/home,add_to_cart,192.168.77.147,Mobile,Vietnam
L00704,U365,2026-04-14 02:50:55,/product/p100,add_to_cart,192.168.207.139,Mobile,Vietnam
L00415,U404,2026-04-14 03:55:00,/home,purchase,192.168.175.158,Desktop,Vietnam
L00175,U235,2026-04-14 03:56:49,/product/p101,add_to_cart,192.168.75.28,Tablet,USA
L00292,U731,2026-04-14 05:14:57,/contact,add_to_cart,192.168.216.90,Desktop,USA
L01083,U515,2026-04-14 05:48:34,/blog,purchase,192.168.25.179,Tablet,Korea
L00009,U798,2026-04-14 06:11:47,/contact,click,192.168.147.107,Desktop,Vietnam
L01700,U701,2026-04-14 06:13:55,/checkout,purchase,192.168.108.198,Mobile,Vietnam
L01775,U717,2026-04-14 06:49:13,/contact,purchase,192.168.79.30,Mobile,Vietnam
L01388,U318,2026-04-14 07:43:52,/about-us,add_to_cart,192.168.146.225,Mobile,USA
L01820,U637,2026-04-14 07:44:31,/product/p101,click,192.168.164.219,Mobile,Vietnam
L01147,U280,2026-04-14 07:48:31,/home,click,192.168.208.254,Mobile,Vietnam
L00991,U370,2026-04-14 07:58:12,/checkout,view,192.168.181.12,Desktop,Vietnam
L01732,U159,2026-04-14 08:17:07,/contact,purchase,192.168.254.127,Mobile,Japan
L00574,U994,2026-04-14 08:23:20,/product/p100,click,192.168.205.50,Desktop,Vietnam
L00601,U181,2026-04-14 08:49:30,/product/p101,click,192.168.160.77,Mobile,Vietnam
L01624,U853,2026-04-14 09:14:45,/cart,click,192.168.77.234,Desktop,Vietnam
L01319,U752,2026-04-14 09:16:09,/cart,purchase,192.168.72.9,Desktop,UK
L01951,U524,2026-04-14 09:32:23,/product/p100,purchase,192.168.186.116,Mobile,Vietnam
L00905,U702,2026-04-14 09:36:29,/cart,click,192.168.99.151,Desktop,USA
L00283,U540,2026-04-14 09:53:31,/checkout,click,192.168.239.161,Mobile,Vietnam
L01333,U987,2026-04-14 12:22:49,/contact,purchase,192.168.134.1,Mobile,Vietnam
L01188,U848,2026-04-14 12:33:12,/contact,view,192.168.183.116,Mobile,Vietnam
L01703,U882,2026-04-14 13:11:35,/blog,add_to_cart,192.168.49.9,Tablet,Vietnam
L00648,U179,2026-04-14 13:25:29,/contact,purchase,192.168.216.131,Mobile,USA
L01761,U465,2026-04-14 14:02:10,/checkout,click,192.168.181.185,Desktop,Vietnam
L00929,U626,2026-04-14 14:21:47,/home,add_to_cart,192.168.154.91,Desktop,Vietnam
L00386,U799,2026-04-14 14:54:04,/product/p100,click,192.168.80.209,Desktop,Vietnam
L01805,U222,2026-04-14 15:06:00,/contact,purchase,192.168.206.93,Mobile,UK
L01443,U939,2026-04-14 15:13:45,/about-us,add_to_cart,192.168.130.126,Mobile,Vietnam
L00424,U392,2026-04-14 15:34:17,/blog,click,192.168.255.211,Desktop,Vietnam
L00148,U113,2026-04-14 16:46:32,/product/p101,add_to_cart,192.168.177.41,Desktop,Vietnam
L00950,U564,2026-04-14 17:23:15,/contact,add_to_cart,192.168.6.202,Mobile,Vietnam
L01529,U358,2026-04-14 18:16:37,/contact,view,192.168.144.162,Desktop,Vietnam
L00077,U676,2026-04-14 18:17:02,/about-us,purchase,192.168.175.17,Mobile,Vietnam
L01561,U488,2026-04-14 19:13:17,/checkout,add_to_cart,192.168.175.72,Mobile,UK
L00872,U438,2026-04-14 19:22:47,/product/p100,view,192.168.242.45,Desktop,Vietnam
L01897,U906,2026-04-14 19:25:54,/cart,click,192.168.190.186,Desktop,Vietnam
L01549,U632,2026-04-14 19:45:14,/product/p101,add_to_cart,192.168.12.107,Desktop,Vietnam
L00404,U553,2026-04-14 20:37:37,/home,add_to_cart,192.168.168.245,Mobile,Vietnam
L00985,U447,2026-04-14 20:43:12,/product/p100,view,192.168.170.13,Desktop,Vietnam
L00995,U859,2026-04-14 20:44:46,/checkout,view,192.168.138.52,Mobile,Vietnam
L00262,U910,2026-04-14 20:47:29,/cart,purchase,192.168.121.17,Mobile,Vietnam
L00611,U892,2026-04-14 20:49:25,/blog,view,192.168.112.253,Mobile,Vietnam
L01808,U260,2026-04-14 20:54:56,/home,purchase,192.168.191.146,Desktop,USA
L00767,U265,2026-04-14 21:38:15,/contact,add_to_cart,192.168.186.57,Mobile,Vietnam
L00609,U810,2026-04-14 21:45:50,/product/p101,click,192.168.186.211,Desktop,Vietnam
L01170,U828,2026-04-14 21:53:16,/cart,view,192.168.53.148,Desktop,Vietnam
